PRIMARY_SSIC_DESCRIPTION,PREDICTED_L1,CONFIDENCE
MANUFACTURE AND REPAIR OF PROCESS CONTROL EQUIPMENT AND RELATED PRODUCTS,Industrial Automation,0.45201778411865234
MANUFACTURE AND REPAIR OF SEMICONDUCTOR FOUNDRY EQUIPMENT,Semiconductors,0.5063963532447815
JOB TRAINING AND VOCATIONAL REHABILITATION SERVICES,Professional Training & Coaching,0.49955809116363525
"MANUFACTURE OF PULP, PAPER AND PAPERBOARD",Paper & Forest Products,0.7200754880905151
REPRESENTATIVE OFFICES OF FOREIGN SHIPPING LINES,Package/Freight Delivery,0.46794748306274414
"MANUFACTURE OF OPHTHALMIC GOODS (EG SPECTACLES, CONTACT LENSES AND PARTS)",Business Supplies & Equipment,0.4493151307106018
ANIMATION PRODUCTION,Animation,0.7203240394592285
TRANSPORT-RELATED INDUSTRIAL DESIGN SERVICES,Transportation/Trucking/Railroad,0.5198788046836853
MANUFACTURE OF ASPHALT PREMIX,Mining & Metals,0.32615092396736145
"STUDENT/ALUMNI BODIES AND RELATED ASSOCIATIONS (EG PARENT-TEACHER ASSOCIATIONS, OLD BOYS' ASSOCIATIONS)",Civic & Social Organization,0.5239399671554565
TRAINING COURSES FOR MANUFACTURING,Mechanical or Industrial Engineering,0.5455114841461182
PRESSING AND ROLL-FORMING OF METAL AND POWDER METALLURGY N.E.C.,Mining & Metals,0.4891153872013092
PRIMARY SCHOOLS,Primary/Secondary Education,0.7121107578277588
"MANUFACTURE OF BRIEFS, SINGLETS AND OTHER KNITTED OR CROCHETED WEAR (EG PULLOVERS, CARDIGANS)",Apparel & Fashion,0.5954071283340454
OTHER INFORMATION TECHNOLOGY AND COMPUTER SERVICE ACTIVITIES (EG DISASTER RECOVERY SERVICES),Information Technology & Services,0.710283637046814
IRON AND STEEL ROLLING MILLS,Mining & Metals,0.5672850608825684
LANDSCAPE DESIGN AND LANDSCAPE ARCHITECTURE,Architecture & Planning,0.5875507593154907
GROWING OF ROOT CROPS,Food Production,0.48063480854034424
PUBLISHING OF DIRECTORIES AND MAILING LISTS (INCLUDING FINANCIAL DATABASES),Publishing,0.44310617446899414
MANUFACTURE OF ASBESTOS PRODUCTS EXCEPT ASBESTOS PAPER,Paper & Forest Products,0.5003842115402222
RADIO PROGRAMME PRODUCTION AND BROADCASTING,Media Production,0.636826753616333
RENTING AND LEASING OF RECREATIONAL AND SPORTS GOODS,Recreational Facilities & Services,0.5938687324523926
BRANCHES OF FOREIGN AIRLINES (PASSENGER),Airlines/Aviation,0.49533385038375854
ONLINE MARKETPLACES FOR TRAVEL SERVICES,"Leisure, Travel & Tourism",0.44492578506469727
"MANUFACTURE AND REPAIR OF OVENS, FURNACES AND FURNACE BURNERS",Mechanical or Industrial Engineering,0.37534087896347046
"MANUFACTURE OF SANITARY TOWELS, TOILET PAPER, PAPER TOWELS, DISPOSABLE DIAPERS AND RELATED PAPER PRODUCTS",Paper & Forest Products,0.5998599529266357
"BRICK LAYING, STONE SETTING AND CEMENT WORKS",Construction,0.5579546093940735
TOWN COUNCILS,Civic & Social Organization,0.5098876357078552
WHOLESALE OF GLASS,Wholesale,0.6069996356964111
MANUFACTURE OF ELECTRONIC DISPLAY DEVICES EXCEPT LIGHT EMITTING DIODES,Consumer Electronics,0.5014123916625977
"MANUFACTURE AND REPAIR OF MACHINERY FOR TEXTILE, APPAREL AND LEATHER PRODUCTION",Textiles,0.5805172920227051
"MANUFACTURE OF PVC FILES, HOLDERS AND ALBUMS",Packaging & Containers,0.3766385316848755
WHEAT MILLING,Food Production,0.49045538902282715
"WHOLESALE OF INDUSTRIAL, CONSTRUCTION AND RELATED MACHINERY AND EQUIPMENT N.E.C.",Wholesale,0.6687654256820679
"WHOLESALE OF LIQUOR, SOFT DRINKS AND BEVERAGES",Food & Beverages,0.6144669055938721
"CUTTING, SHAPING AND FINISHING OF STONE (INCLUDING TOMB-STONES AND FURNITURE OF STONE OR MARBLE)",Construction,0.4799274504184723
RETAIL SALE OF WATCHES AND CLOCKS,Luxury Goods & Jewelry,0.524966835975647
WHOLESALE OF FRUITS AND VEGETABLES (INCLUDING FRESH AND FROZEN),Wholesale,0.6069023609161377
RETAIL SALE IN OTHER NON-SPECIALISED STORES N.E.C.,Retail,0.6365822553634644
REPAIR AND MAINTENANCE OF MOTOR VEHICLES (INCLUDING INSTALLATION OF PARTS & ACCESSORIES),Automotive,0.5922874212265015
RETAIL SALE OF BEVERAGES,Food & Beverages,0.6183933019638062
MANUFACTURE OF PEWTER WARE,Building Materials,0.3957723379135132
POULTRY BREEDING/HATCHERIES,Food Production,0.4995689392089844
"LETTING AND OPERATING OF SELF-OWNED OR LEASED FOOD COURTS, COFFEE SHOPS AND CANTEENS (WITH MAINLY RENTAL INCOME)",Facilities Services,0.4800220727920532
"MANUFACTURE OF OTHER PRODUCTS OF WOOD AND ARTICLES OF CORK, STRAW AND PLAITING MATERIALS N.E.C.",Paper & Forest Products,0.6187716126441956
ELECTRICAL WORKS,Electrical and Electronics,0.726090133190155
TAILORING AND DRESSMAKING (TO INDIVIDUAL ORDER),Apparel & Fashion,0.5561386346817017
SPECIALISED MEDICAL SERVICES (INCLUDING DAY SURGICAL CENTRES),Hospital & Health Care,0.690064549446106
RENTAL AND LEASING OF CARS WITH DRIVER (EXCLUDING STREET-HAIL AND RIDE-HAIL SERVICE PROVIDERS),Automotive,0.3062114417552948
"WHOLESALE OF AGRICULTURAL MACHINERY, EQUIPMENT AND SUPPLIES",Wholesale,0.6316227912902832
TIN SMELTING,Mining & Metals,0.6597363352775574
RETAIL SALE OF CHILDREN AND INFANTS' CLOTHING (INCLUDING PRODUCTS AND ACCESSORIES FOR INFANTS),Apparel & Fashion,0.5839893817901611
"MANUFACTURE OF DISK DRIVES (INCLUDING CD-ROM DRIVES, DVD-ROM DRIVES, OPTICAL DRIVES, FLASH DRIVES, TAPE DRIVES, SOLID STATE DRIVES, STORAGE SUBSYSTEMS)",Consumer Electronics,0.5122471451759338
RESEARCH AND EXPERIMENTAL DEVELOPMENT ON NATURAL SCIENCES N.E.C.,Research,0.3923141658306122
ACTIVITIES OF HEAD AND REGIONAL HEAD OFFICES; CENTRALISED ADMINISTRATIVE OFFICES AND SUBSIDIARY MANAGEMENT OFFICES,Executive Office,0.5715385675430298
RETAIL SALE OF TYRES AND BATTERIES,Retail,0.416168212890625
RETAIL SALE OF FOOD N.E.C.,Food & Beverages,0.6225315928459167
RENTING AND LEASING OF OTHER PERSONAL AND HOUSEHOLD GOODS N.E.C. (EXCLUDING ONLINE MARKETPLACES),Business Supplies & Equipment,0.5080306529998779
WHOLESALE OF INDUSTRIAL MACHINERY AND EQUIPMENT (E.G. INDUSTRIAL CRANE),Wholesale,0.5946979522705078
MANUFACTURE OF GAS; DISTRIBUTION OF GASEOUS FUELS THROUGH MAINS,Utilities,0.37673088908195496
TRAINING COURSES N.E.C.,Professional Training & Coaching,0.6628661155700684
MANUFACTURE AND REPAIR OF ELECTRIC MOTORS,Machinery,0.41740894317626953
MANUFACTURE OF CONSUMER ELECTRONICS,Consumer Electronics,0.778346836566925
OTHER TELECOMMUNICATIONS ACTIVITIES N.E.C. (EG PROVISION OF VOIP (VOICE OVER INTERNET PROTOCOL SERVICES)),Telecommunications,0.681172788143158
"MANUFACTURE OF IMPLANTABLES AND ARTIFICIAL LIMBS (EG HEART VALVES, STENTS, ORTHOPAEDIC IMPLANTS)",Medical Devices,0.5815843343734741
"RETAIL SALE OF HANDICRAFTS AND FANCY GOODS, FLOWERS, PLANTS AND PET ANIMALS N.E.C.",Luxury Goods & Jewelry,0.611007571220398
"OTHER PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES N.E.C.",Medical Practice,0.513475775718689
IT MANPOWER CONTRACTING SERVICES,Information Technology & Services,0.623198390007019
MANAGEMENT OF HUMAN RESOURCE FUNCTIONS,Human Resources,0.7061827182769775
"GENERATION OF ELECTRICITY BY OTHER SOURCES (EG SOLAR POWER, BIOFUELS ETC)",Renewables & Environment,0.6955914497375488
GROWING OF ORNAMENTAL PLANTS,Food Production,0.38933128118515015
ARBITRATION AND MEDIATION SERVICES (EXCLUDING ONLINE MARKETPLACES),Alternative Dispute Resolution,0.598499059677124
VENTURE CAPITAL ACTIVITIES,Venture Capital & Private Equity,0.8193262815475464
"TRAINING COURSES FOR FOOD AND BEVERAGE, RETAIL AND ACCOMMODATION, TOUR OPERATORS, TRAVEL AGENCIES & TRAVEL-RELATED RESERVATION SERVICES","Leisure, Travel & Tourism",0.6030965447425842
"MANUFACTURE AND REPAIR OF MACHINERY AND MACHINE-TOOLS - METAL FORMING TYPES (EG FORGING PRESS, COLD HEADING MACHINES, PRESS BREAKS)",Mechanical or Industrial Engineering,0.6174167990684509
MANUFACTURE OF METAL STRIPS AND SLABS (EG AWNINGS),Building Materials,0.4622853994369507
"MANUFACTURE OF MEDICAL AND DENTAL TOOLS, INSTRUMENTS AND SUPPLIES N.E.C.",Medical Devices,0.5678491592407227
STUDENT RECRUITMENT AGENCIES,Staffing & Recruiting,0.543057918548584
BEAUTY AND OTHER PERSONAL CARE SERVICES N.E.C. (EXCLUDING ONLINE MARKETPLACES),Consumer Services,0.5000272393226624
COLLECTIVE PORTFOLIO INVESTMENT FUNDS WITH RENTAL INCOME,Investment Management,0.4135332405567169
MANUFACTURE OF CIGARETTES,Paper & Forest Products,0.48126891255378723
MANUFACTURE OF ELECTRONIC CONNECTORS,Consumer Electronics,0.537256121635437
MANUFACTURE OF SOLAR CELLS,Semiconductors,0.5038886070251465
MANUFACTURE OF JOSS PAPER AND OTHER RELATED CEREMONIAL PAPER PRODUCTS (INCLUDING EFFIGIES AND OTHER FUNERAL PAPER GOODS AND CHINESE LANTERNS),Paper & Forest Products,0.5798678398132324
RETAIL SALE OF CUT FLOWERS (INCLUDING WREATHS),Luxury Goods & Jewelry,0.3796575665473938
SUPERMARKETS AND HYPERMARKETS,Consumer Goods,0.6137394309043884
MANUFACTURE OF WOODEN CONTAINERS,Packaging & Containers,0.5447322130203247
BUSINESS REPRESENTATIVE OFFICES,Executive Office,0.5423346757888794
"FUNERAL AND RELATED ACTIVITIES (INCLUDING EMBALMING, CREMATING AND CEMETERY SERVICES, UPKEEP OF CEMETERIES)",Recreational Facilities & Services,0.49468058347702026
COLLECTION OF WASTE,Warehousing,0.543709933757782
PUBLISHING OF NEWS,Publishing,0.6855143308639526
"WHOLESALE OF FOOD, BEVERAGES AND TOBACCO N.E.C. (INCLUDING DRIED OR CANNED)",Wholesale,0.617159366607666
FAST FOOD OUTLETS,Restaurants,0.7106591463088989
WHOLESALE OF OPTICAL EQUIPMENT AND SUPPLIES (EXCLUDING BINOCULARS),Business Supplies & Equipment,0.6036038398742676
MANUFACTURE AND REPAIR OF MACHINERY FOR FOOD PRODUCTS PROCESSING,Food Production,0.4995690584182739
WHOLESALE OF AIRCRAFT EQUIPMENT AND SUPPLIES (INCLUDING AERONAUTICAL EQUIPMENT),Business Supplies & Equipment,0.6639391183853149
"SERVICE ACTIVITIES INCIDENTAL TO OIL AND GAS EXTRACTION (EXCL. SURVEYING AND ENGINEERING DESIGN AND CONSULTANCY SERVICES SUPPORTING MINING, OIL AND GAS EXTRACTION AND OFFSHORE EXPLORATION ACTIVITIES)",Environmental Services,0.5075193047523499
RESEARCH AND EXPERIMENTAL DEVELOPMENT ON MEDICAL SCIENCE,Research,0.40429919958114624
"DRAMATIC ARTS, MUSIC AND OTHER ARTS PRODUCTION-RELATED ACTIVITIES N.E.C. (EG STAGE, LIGHTING AND SOUND SERVICES)",Performing Arts,0.6834816932678223
CREDIT CARD SERVICES,Financial Services,0.6569607257843018
MOVING SERVICES,Facilities Services,0.41801291704177856
CARBON CONSULTANCY SERVICES,Environmental Services,0.5555527806282043
MANUFACTURE OF SEMICONDUCTOR DEVICES N.E.C.,Semiconductors,0.7149175405502319
"PHILANTHROPIC TRUSTS, FOUNDATIONS AND RELATED ACTIVITIES",Non-Profit Organization Management,0.5086345076560974
RESEARCH AND EXPERIMENTAL DEVELOPMENT ON CHEMICALS (EXCLUDING MEDICAL SCIENCE),Chemicals,0.5011723637580872
AMBULANCE AND MEDICAL EVACUATION SERVICES,Hospital & Health Care,0.5842587947845459
SUPPLY OF AIR OR WATER FOR COOLING OR HEATING PURPOSES,Utilities,0.4198215901851654
MANUFACTURE AND REPAIR OF POLYMER ADDITIVE MANUFACTURING (AM) EQUIPMENT,Printing,0.36601245403289795
GROWING OF LEAFY AND FRUIT VEGETABLES (HYDROPONICS),Food Production,0.4587686061859131
"WHOLESALE OF FURNISHINGS (INCLUDING CURTAINS, CARPETS, WALLPAPER)",Wholesale,0.6383962035179138
RETAIL SALE OF MOTOR VEHICLES EXCEPT MOTORCYCLES AND SCOOTERS,Consumer Goods,0.3940676748752594
PRODUCTION OF LIVE STAGE PRESENTATIONS,Media Production,0.5522750616073608
MANUFACTURE AND REPAIR OF ELECTRIC GENERATORS,Electrical and Electronics,0.4502111077308655
GROWING OF NURSERY PRODUCTS N.E.C.,Food Production,0.5307186841964722
PETROLEUM REFINERIES,Oil & Energy,0.71205735206604
SECURITIES AND COMMODITIES EXCHANGE,Capital Markets,0.5882930159568787
"MANUFACTURE OF FOOD CHEMICALS AND ADDITIVES (EG FLAVOURS, PRESERVATIVES AND COLOURINGS)",Food Production,0.5274987816810608
"FRIENDSHIP, MATCH-MAKING AND DATING SERVICES",Consumer Services,0.3542884886264801
GENERATION OF ELECTRICITY BY FOSSIL FUELS,Renewables & Environment,0.536113977432251
"REPRODUCTION OF RECORDED MEDIA (INCLUDING REPRODUCTION OF PHONOGRAPH RECORDS, RECORDED MAGNETIC TAPES, COMPACT DISCS AND NON-CUSTOMISED SOFTWARE)",Media Production,0.5468938946723938
"MANUFACTURE AND REPAIR OF TAPS, COCKS AND VALVES",Mechanical or Industrial Engineering,0.42355677485466003
ORGANISATIONS FOR THE PROTECTION OF THE ENVIRONMENT AND ANIMALS,Environmental Services,0.5766936540603638
ONLINE MARKETPLACES FOR SERVICES N.E.C.,Consumer Services,0.5703800916671753
MANUFACTURE OF HOUSEHOLD AND KITCHEN WOODEN WARE EXCEPT WOODEN FOOTWEAR,Paper & Forest Products,0.5240370035171509
MANUFACTURE AND REPAIR OF MACHINERY FOR TOBACCO PROCESSING,Machinery,0.5398701429367065
MANUFACTURE OF MATTRESSES INCLUDING THOSE OF FOAM RUBBER,Paper & Forest Products,0.40528857707977295
COMMUNITY HOSPITALS,Hospital & Health Care,0.7415079474449158
PUBLISHING OF SOFTWARE/APPLICATIONS (NON-GAMES),Publishing,0.5450030565261841
MANUFACTURE OF SOYA BEAN PRODUCTS EXCEPT SOYA BEAN SAUCE AND SOYA BEAN MILK,Food Production,0.4094465970993042
TRANSACTION/PAYMENT PROCESSING SERVICES,Financial Services,0.5127174854278564
MANUFACTURE OF PLASTIC PRECISION ENGINEERING PARTS,Plastics,0.44100186228752136
FINANCIAL LEASING COMPANIES,Financial Services,0.6346214413642883
COMMERCIAL SCHOOLS OFFERING HIGHER EDUCATION PROGRAMMES,Higher Education,0.5760147571563721
MANUFACTURE OF WIRE AND CABLE ASSEMBLIES AND HARNESSES,Automotive,0.41700229048728943
MANUFACTURE AND PROCESSING OF SPICES (INCLUDING CURRY POWDER AND SPICE EXTRACTS),Food Production,0.4037582576274872
RENTING OF AIR TRANSPORT EQUIPMENT WITHOUT OPERATOR (EG AIRPLANES WITHOUT OPERATOR),Business Supplies & Equipment,0.43226391077041626
ELECTROPLATING AND PLATING OF METALS AND FORMED PRODUCTS,Electrical and Electronics,0.43845582008361816
STONE QUARRYING,Mining & Metals,0.6042152643203735
INSTALLATION OF FIRE PROTECTION AND SECURITY ALARM SYSTEMS,Computer & Network Security,0.4795224070549011
MANUFACTURE OF GAMES AND TOYS,Computer Games,0.5354162454605103
MANUFACTURE OF WIRELESS COMMUNICATIONS EQUIPMENT (EG CELLULAR PHONES),Telecommunications,0.5514224171638489
PRIVATE EQUITY FIRMS,Venture Capital & Private Equity,0.7188032865524292
GROWING OF CROPS COMBINED WITH ANIMAL PRODUCTION (MIXED FARMING),Food Production,0.6256870627403259
HEDGE FUND MANAGEMENT,Investment Management,0.778343141078949
"ASSOCIATIONS FOR HOBBIES, RECREATIONAL, CULTURAL AND EXTRA-CURRICULAR ACTIVITIES (EG SCOUTS/GIRL GUIDES ASSOCIATION, BOOK CLUBS AND PHOTO, MUSIC, ART AND CRAFT CLUBS)",Civic & Social Organization,0.551764965057373
CATTLE FARMS (INCLUDING DAIRY CATTLE),Food Production,0.4547209143638611
BIRD BREEDING,Fishery,0.423103928565979
SOUND RECORDING PRODUCTION,Media Production,0.596063494682312
RAILROAD SERVICES,Transportation/Trucking/Railroad,0.7617539167404175
CASINOS,Gambling & Casinos,0.8566388487815857
ARMED FORCES,Defense & Space,0.5509644150733948
WHOLESALE OF SPORTING AND OTHER RECREATIONAL GOODS N.E.C.,Wholesale,0.6668286323547363
"WHOLESALE OF SCRAP, JUNK AND WASTE DEALERS",Wholesale,0.6205133199691772
RETAIL SALE OF MOTORCYCLES AND SCOOTERS,Retail,0.427704393863678
"MANUFACTURE OF OTHER TINPLATE AND ZINC ARTICLES (EG PAILS, BUCKETS, DUSTBINS)",Mining & Metals,0.47899293899536133
"RETAIL SALE OF CROCKERY, CUTLERY AND KITCHEN UTENSILS",Luxury Goods & Jewelry,0.5321009755134583
RETAIL SALE OF HANDPHONES AND PERIPHERAL EQUIPMENT,Business Supplies & Equipment,0.5719114542007446
MANUFACTURE OF FURNITURE AND FIXTURES PRIMARILY OF METAL,Furniture,0.529792308807373
"WHOLESALE OF COFFEE, COCOA AND TEA",Wholesale,0.5692709684371948
MANUFACTURE OF GLASS AND GLASS PRODUCTS (INCLUDING YARN OF GLASS FIBRES),Textiles,0.48280203342437744
INTERNATIONAL CRUISE SERVICES,"Leisure, Travel & Tourism",0.5082650780677795
PAINTING AND DECORATING,Arts & Crafts,0.712438702583313
"MANUFACTURE OF ARTICLES OF CONCRETE, CEMENT AND PLASTER N.E.C. (EXCEPT PRECAST CONCRETE COMPONENTS)",Building Materials,0.5344731211662292
RUSTPROOFING OF METALS AND FORMED PRODUCTS,Mining & Metals,0.38565778732299805
"LETTING OF SELF-OWNED OR LEASED REAL ESTATE PROPERTY EXCEPT FOOD COURTS, COFFEE SHOPS AND CANTEENS (E.G. OFFICE/EXHIBITION SPACE, SHOPPING MALL, SELF-STORAGE FACILITIES)",Commercial Real Estate,0.41812485456466675
"MANUFACTURE AND REPAIR OF ELECTRIC LAMPS AND LIGHTING EQUIPMENT (INCLUDING SILVER REFLECTORS, FITTINGS AND PARTS)",Electrical and Electronics,0.4685312509536743
WHOLESALE OF MARINE EQUIPMENT AND ACCESSORIES (INCLUDING MARINE NAVIGATIONAL EQUIPMENT AND RADAR),Business Supplies & Equipment,0.5962148904800415
MANUFACTURE AND REPAIR OF TRANSFORMERS,Electrical and Electronics,0.4424346685409546
"RETAIL SALE OF HANDICRAFTS, COLLECTIBLES AND GIFTS",Luxury Goods & Jewelry,0.6757681369781494
CLINICS AND OTHER GENERAL MEDICAL SERVICES (WESTERN),Hospital & Health Care,0.6753906607627869
WHOLESALE OF PEPPER AND OTHER SPICES,Wholesale,0.5431408882141113
MANUFACTURE AND REPAIR OF STEAM GENERATORS N.E.C. (EXCEPT CENTRAL HEATING HOT WATER BOILERS),Electrical and Electronics,0.3941933512687683
BROILER FARMS (CHICKENS REARED FOR MEAT),Food Production,0.48659539222717285
"MANUFACTURE OF GENERAL HARDWARE (INCLUDING BLACKSMITH SHOPS) N.E.C. (EG LOCKS AND KEYS, HINGES, CLAMPS, HOOKS)",Business Supplies & Equipment,0.49501898884773254
"RETAIL SALE OF HARDWARE, PAINT AND GLASS N.E.C. (EG WOOD, GLASS, SANITARY WARE, DO-IT-YOURSELF MATERIALS)",Business Supplies & Equipment,0.5576384663581848
FREIGHT TRANSPORT ARRANGEMENT,Package/Freight Delivery,0.7729060649871826
LAND RECLAMATION WORKS,Environmental Services,0.45917052030563354
"BUILDING AND REPAIR OF PLEASURE CRAFTS, LIGHTERS AND BOATS",Shipbuilding,0.5691343545913696
THRIFT AND LOAN SOCIETIES AND CREDIT ASSOCIATIONS,Financial Services,0.545830249786377
MANUFACTURE OF METAL CAPS (EG CROWN CORKS),Mining & Metals,0.3385060429573059
"MANUFACTURE AND REPAIR OF OTHER OILFIELD AND GASFIELD MACHINERY AND EQUIPMENT (EG DERRICKS, TOOL JOINTS)",Mechanical or Industrial Engineering,0.5393277406692505
RETAIL SALE OF COSTUME JEWELLERY,Luxury Goods & Jewelry,0.6185464262962341
SLAUGHTERING OF LIVESTOCK AND POULTRY,Food Production,0.5001386404037476
DETECTIVE AND INVESTIGATION ACTIVITIES,Security & Investigations,0.6951009035110474
CAR WASHING AND RELATED SERVICES,Consumer Services,0.4471173882484436
MANAGEMENT CONSULTANCY SERVICES FOR HOTELS,Management Consulting,0.6979984045028687
TRAINING OF PETS AND ANIMALS,Veterinary,0.4490254521369934
WATER AND GAS PIPE-LINE AND SEWER CONSTRUCTION,Construction,0.44407567381858826
"MANUFACTURE OF BLANK MAGNETIC TAPES, DISKETTES, BLU-RAY TECHNOLOGY DISCS, CDS, DVDS AND VCDS",Consumer Electronics,0.4381285607814789
"SPECIALISED STORAGE N.E.C. (E.G. WINE WAREHOUSING, DOCUMENT STORAGE AND WAREHOUSING)",Warehousing,0.6454101204872131
"MANUFACTURE OF MEDICAL DISPOSABLES AND SURGICAL SUPPLIES (EG TEST KITS, SYRINGES, TUBES, FLUID ADMINISTRATION SETS)",Business Supplies & Equipment,0.5951144695281982
CHARITABLE AND OTHER SUPPORTING ACTIVITIES AIMED AT HUMANITARIAN WORK,Civic & Social Organization,0.4802824854850769
MANUFACTURE AND REPAIR OF WATER/WASTE WATER TREATMENT EQUIPMENT,Business Supplies & Equipment,0.3814161717891693
LIBRARIES AND ARCHIVES ACTIVITIES,Information Services,0.3850422501564026
EXHIBITION STAND DESIGN SERVICES,Architecture & Planning,0.48669910430908203
MANUFACTURE OF BIOLOGICAL PRODUCTS AND PREPARATIONS FOR VETERINARY USE,Veterinary,0.4615902900695801
WHOLESALE OF PHOTOGRAPHIC EQUIPMENT AND SUPPLIES (INCLUDING BINOCULARS),Business Supplies & Equipment,0.6179516911506653
PRINTING N.E.C.,Printing,0.7457278370857239
CHARTERED BUS SERVICES (INCLUDING SCHOOL BUSES),Transportation/Trucking/Railroad,0.40324050188064575
"PRODUCTION OF ADVERTISEMENTS, CORPORATE VIDEOS AND EVENT VIDEOS",Media Production,0.6281907558441162
WHOLESALE OF AQUARIUM FISHES (INCLUDING FOOD AND ACCESSORIES),Wholesale,0.5878912210464478
MANUFACTURE OF BEARINGS (INCLUDING DISC AND BALL BEARINGS),Shipbuilding,0.40267854928970337
MANUFACTURE OF HAND AND EDGE TOOLS,Mechanical or Industrial Engineering,0.4171943664550781
MANUFACTURE OF TEA (INCLUDING PROCESSING OF TEA LEAVES),Paper & Forest Products,0.4000377058982849
"RISK AND DAMAGE EVALUATION (EG LOSS ADJUSTING, CLAIMS ADJUSTING)",Insurance,0.4294540286064148
LAND SURVEYING SERVICES,Environmental Services,0.4675843417644501
"MANUFACTURE OF TABLE, KITCHEN AND OTHER CUTLERY",Business Supplies & Equipment,0.44410887360572815
FOREIGN AFFAIRS,Government Administration,0.5995758771896362
MANUFACTURE OF PARTS AND ACCESSORIES FOR WATCHES AND CLOCKS,Luxury Goods & Jewelry,0.4553753733634949
RETAIL SALE OF PAINTS,Retail,0.4438784122467041
"HOSTELS AND DORMITORIES FOR STUDENTS, WORKERS AND OTHER INDIVIDUALS",Facilities Services,0.4671586751937866
MANUFACTURE OF BISCUITS (INCLUDING WAFERS AND CONES),Food & Beverages,0.3669087290763855
OTHER ACTIVITIES AUXILIARY TO INSURANCE AND PENSION FUNDING N.E.C. (EG ACTIVITIES OF ACTUARIES),Financial Services,0.4996635317802429
"MANUFACTURE OF CHIPS, CRACKERS AND OTHER TITBITS (EXCLUDING BISCUITS AND CONFECTIONERY)",Food & Beverages,0.43638187646865845
GOLD BULLION BROKERS AND DEALERS,Luxury Goods & Jewelry,0.40199118852615356
RETAIL SALE OF MUSICAL INSTRUMENTS AND SCORES,Business Supplies & Equipment,0.43948233127593994
MANUFACTURE OF FERROUS METAL ALLOYS,Mining & Metals,0.4430241882801056
FOREIGN EXCHANGE BROKERS AND DEALERS,Capital Markets,0.41621240973472595
WHOLESALE OF HANDICRAFTS AND FANCY GOODS N.E.C.,Wholesale,0.6831340193748474
MANUFACTURE OF PRINTED CIRCUIT BOARDS WITH ELECTRONIC PARTS,Printing,0.4743892252445221
MANUFACTURE OF OTHER ELECTRONIC AND ELECTRIC WIRES AND CABLES N.E.C.,Electrical and Electronics,0.6352788805961609
RETAIL SALE OF LIQUEFIED PETROLEUM GAS (LPG),Consumer Goods,0.4191751480102539
RESEARCH AND EXPERIMENTAL DEVELOPMENT ON ELECTRONICS (EXCLUDING MEDICAL SCIENCE),Electrical and Electronics,0.6147578954696655
"WHOLESALE OF SEWING AND CLOTHING ACCESSORIES (EG BUTTON, THREAD, LACE, ZIP, BELT, TIE)",Wholesale,0.6540642976760864
"MANUFACTURE OF DOMESTIC APPLIANCES N.E.C. (EG NON-ELECTRIC COOKING RANGES, GRATES, STOVES)",Consumer Electronics,0.4978816509246826
"COMMERCIAL PRINTING (EG PRINTING OF BROCHURES, CARDS, ENVELOPES, LABELS AND STATIONERY)",Printing,0.573334813117981
"MANUFACTURE OF BOLTS, NUTS, RIVETS, FASTENERS AND SCREW MACHINE PRODUCTS",Business Supplies & Equipment,0.44291195273399353
MANUFACTURE OF ADDITIVES FOR MINERAL OIL (EG LUBRICANT AND FUEL ADDITIVES),Oil & Energy,0.45405715703964233
MANUFACTURE OF CARPETS AND RUGS,Textiles,0.4941621422767639
DOMESTIC WORKER EMPLOYMENT PLACEMENT AGENCIES (EXCLUDING ONLINE MARKETPLACES),Individual & Family Services,0.3526739776134491
"PUBLIC RELATIONS, MARKETING AND BRAND CONSULTANCY SERVICES",Public Relations & Communications,0.7484610676765442
MANUFACTURE OF COFFEE POWDER,Chemicals,0.2956705689430237
"BRIDGE, TUNNEL, VIADUCT AND EXPRESSWAY CONSTRUCTION",Construction,0.5938246846199036
"MOVIE, VIDEO, TELEVISION AND OTHER PROGRAMME PRODUCTION ACTIVITIES N.E.C.",Media Production,0.6272466778755188
SUPPORTING SERVICES TO AIR TRANSPORT N.E.C.,Airlines/Aviation,0.6670727729797363
EXHIBITION STAND CONTRACTORS,Architecture & Planning,0.4656068980693817
MANUFACTURE OF COSMETICS AND TOILETRIES,Luxury Goods & Jewelry,0.5855432748794556
"MANUFACTURE OF UNINSULATED WIRE (EG ELECTRONIC COMPONENT WIRE, BONDING WIRE)",Electrical and Electronics,0.3518425524234772
OPERATING OF SERVICED APARTMENTS,Facilities Services,0.5447483658790588
AIRPORT OPERATION SERVICES,Airlines/Aviation,0.6023958921432495
RETAIL SALE OF SECOND-HAND GOODS IN STORES,Retail,0.5208247303962708
OTHER ACTIVITIES AUXILIARY TO FINANCIAL SERVICE ACTIVITIES N.E.C. (EG MORTGAGE ADVISORY FIRMS),Financial Services,0.5950759649276733
BUDDHIST/TAOIST TEMPLES,Religious Institutions,0.4103237986564636
PUBLISHING OF GAMES SOFTWARE/APPLICATIONS,Publishing,0.5306582450866699
ONLINE MARKETPLACES FOR GOODS (INCLUDING FOOD),Food & Beverages,0.43251150846481323
MANUFACTURE OF WINES,Wine & Spirits,0.5896022319793701
VEHICLE INSPECTION AND VALUATION SERVICES,Consumer Services,0.43917325139045715
