PRIMARY_SSIC_DESCRIPTION,PREDICTED_L1,CONFIDENCE
"ORCHESTRAS, MUSICAL BANDS, CHOIRS AND DANCE GROUPS",Performing Arts,0.56914222240448
REFRIGERATED WAREHOUSING AND STORAGE,Warehousing,0.6352629661560059
MANUFACTURE OF DISK MEDIA,Consumer Electronics,0.4322231709957123
MANUFACTURE AND REPAIR OF ENGINEERING AND SCIENTIFIC INSTRUMENTS,Mechanical or Industrial Engineering,0.493339478969574
"MANUFACTURE OF CORDIALS, SYRUPS AND COMPOSITE CONCENTRATES FOR BEVERAGES",Wine & Spirits,0.45267629623413086
LIFE REINSURANCE,Insurance,0.6707029342651367
MANUFACTURE AND REPAIR OF WOODWORKING MACHINERY,Machinery,0.5311475396156311
"MANUFACTURE OF PETROCHEMICAL PRIMARY PRODUCTS (EG OLEFINS, AROMATICS, BASIC BUILDING BLOCKS)",Oil & Energy,0.4407176077365875
SIGNCRAFT INSTALLATION,Program Development,0.10367213189601898
CIVIL DEFENCE,Defense & Space,0.5634158849716187
"MANUFACTURE OF WATER TREATMENT, WASTE TREATMENT AND OILFIELD CHEMICALS",Mining & Metals,0.4566994309425354
MANUFACTURE OF GRAIN MILL PRODUCTS N.E.C.,Food Production,0.5259430408477783
TREATMENT AND DISPOSAL OF WASTE (INCLUDING REMEDIATION ACTIVITIES),Environmental Services,0.5084363222122192
OPERATION OF SEWER SYSTEMS (INCLUDING SEWER TREATMENT FACILITIES),Facilities Services,0.40845853090286255
"MANUFACTURE OF WOODEN WINDOW, DOOR AND OTHER MILLWORK, EXCEPT PREFABRICATED WOODEN BUILDING STRUCTURES",Building Materials,0.531184196472168
CAPTIVE INSURANCE,Insurance,0.731946587562561
ELECTRONICS-RELATED INDUSTRIAL DESIGN SERVICES,Consumer Electronics,0.5035635232925415
WHOLESALE OF TOYS AND GAMES,Wholesale,0.6712386012077332
MANUFACTURE OF ADHESIVES AND SEALANTS,Building Materials,0.3540545701980591
COMMERCIAL SCHOOLS OFFERING GENERAL SECONDARY AND POST-SECONDARY NON-TERTIARY EDUCATION PROGRAMMES,Primary/Secondary Education,0.5725745558738708
OTHER SOCIAL SERVICES WITHOUT ACCOMMODATION N.E.C.,Hospital & Health Care,0.4894053041934967
WHOLESALE OF MUSICAL INSTRUMENTS AND SCORES,Wholesale,0.4628288149833679
OTHER RESIDENTIAL CARE SERVICES N.E.C.,Individual & Family Services,0.5958922505378723
MANUFACTURE OF EPOXY MOULDING COMPOUNDS AND PHENOLIC MOULDING COMPOUNDS,Building Materials,0.4171905517578125
"RETAIL SALE OF CYBERSECURITY SOFTWARE, HARDWARE AND PERIPHERAL EQUIPMENT",Business Supplies & Equipment,0.5306968092918396
MANUFACTURE OF REFINED PETROLEUM PRODUCTS N.E.C.,Oil & Energy,0.569766640663147
"PREPARING, CANNING AND PRESERVING OF POULTRY AND POULTRY PRODUCTS",Food Production,0.4468250870704651
"PRESERVATION OF HISTORICAL SITES, BUILDINGS, ARTEFACTS AND PAINTINGS, CULTURAL VILLAGES AND OTHER RELATED ACTIVITIES N.E.C.","Leisure, Travel & Tourism",0.45851898193359375
VETERINARY ACTIVITIES,Veterinary,0.7659904360771179
CENTRAL BANK,Banking,0.6612488627433777
"MANUFACTURE OF ENAMELLED WIRES (USED FOR WINDING OF MOTORS, TRANSFORMERS ETC)",Electrical and Electronics,0.3670998215675354
